Cement,Blast_Furnance_Slag,Fly_Ash,Water,Super_Plasticizer,Coarse_Aggregate,Fine_Aggregate,Age,Concrete_Strength
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,30.57
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91,59.2
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.95
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90,37.72
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.48
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,53.1
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,47.97
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82
265.0,111.0,86.0,195.0,6.0,833.0,790.0,28,41.54
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,36.94
166.0,259.7,0.0,183.2,12.7,858.8,826.8,28,37.92
222.4,0.0,96.7,189.3,4.5,967.1,870.3,28,24.89
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,47.82
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,31.27
144.0,136.0,106.0,178.0,7.0,941.0,774.0,28,26.14
162.0,190.1,148.1,178.8,18.8,838.1,741.4,28,33.76
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,60.32
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180,37.33
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28,29.87
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3,7.75
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28,47.81
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.53
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7,25.42
164.0,163.0,128.0,197.0,8.0,961.0,641.0,28,27.23
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,43.38
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,47.13
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.62
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83
149.0,118.0,92.0,183.0,7.0,953.0,780.0,28,23.52
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14,22.72
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2
194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39
277.0,117.0,91.0,191.0,7.0,946.0,666.0,28,43.57
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.33
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.1
540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28,79.99
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7,19.35
275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,76.24
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,39.42
298.1,0.0,107.0,186.4,6.1,879.0,815.2,28,42.64
154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28,18.29
491.0,26.0,123.0,210.0,3.9,882.0,699.0,3,25.61
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,29.23
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,6.47
143.0,169.0,143.0,191.0,8.0,967.0,643.0,28,29.72
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3,9.87
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,11.98
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,37.23
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,25.97
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,28.24
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,41.84
157.0,214.0,152.0,200.0,9.0,819.0,704.0,28,33.05
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8
238.1,0.0,94.1,186.7,7.0,949.9,847.0,28,30.23
491.0,26.0,123.0,201.0,3.9,822.0,699.0,3,29.55
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56,34.2
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,14,20.92
159.1,186.7,0.0,175.6,11.3,989.6,788.9,28,32.77
144.8,0.0,133.6,180.8,11.1,979.5,811.5,28,13.2
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,32.66
290.4,0.0,96.2,168.1,9.4,961.2,865.0,14,34.67
149.0,117.6,91.7,182.9,7.1,953.4,780.3,28,23.52
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,28.1
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,62.94
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28,45.3
387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,56.34
149.0,236.0,0.0,176.0,13.0,847.0,893.0,28,32.96
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90,39.7
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.1
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.38
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,18.0
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,53.46
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.8
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,21.18
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,15.03
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,22.49
155.0,183.0,0.0,193.0,9.0,877.0,868.0,28,23.79
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270,38.41
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,10.22
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28,37.17
250.0,0.0,95.7,187.4,5.5,956.9,861.2,28,29.22
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28,40.15
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28,33.4
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.2
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,72.1
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55
355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45
261.9,110.5,86.1,195.4,5.0,895.2,732.6,28,33.72
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,51.73
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,37.43
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,22.35
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.1
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3,13.36
277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,28.68
134.7,0.0,165.7,180.2,10.0,961.0,804.9,28,13.29
295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,48.72
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,10.76
150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28,37.43
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,38.7
162.0,190.0,148.0,179.0,19.0,838.0,741.0,28,33.76
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28,25.56
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,24.07
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,47.74
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,35.08
305.0,0.0,100.0,196.0,10.0,959.0,705.0,28,30.12
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,13.09
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28,74.99
166.0,260.0,0.0,183.0,13.0,859.0,827.0,28,37.91
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28,25.1
297.8,137.2,106.9,201.3,6.0,878.4,655.3,28,53.52
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3,15.04
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,21.86
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28,40.87
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7,42.8
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,51.04
122.6,183.9,0.0,203.5,0.0,958.2,800.1,7,10.35
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.63
154.8,183.4,0.0,193.3,9.1,877.2,867.7,28,23.79
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.44
284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3,9.73
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15
154.8,0.0,142.8,193.3,9.1,877.2,867.7,28,9.74
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,100,37.34
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7,21.82
143.6,0.0,174.9,158.4,17.9,942.7,844.5,28,15.42
322.0,149.0,0.0,186.0,8.0,951.0,709.0,28,52.42
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14,21.06
374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28,39.06
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180,41.72
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28,42.13
261.0,100.0,78.0,201.0,9.0,864.0,761.0,28,32.4
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,27.63
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08
387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,61.46
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,17.54
233.8,0.0,94.6,197.9,4.6,947.0,852.2,56,27.66
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.02
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,34.74
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,31.74
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7,50.51
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7,30.14
313.8,0.0,112.6,169.9,10.1,925.3,782.9,28,38.46
290.4,0.0,96.2,168.1,9.4,961.2,865.0,3,22.5
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,14.31
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,37.91
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.7
233.8,0.0,94.6,197.9,4.6,947.0,852.2,28,22.84
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,38.21
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,21.26
312.9,160.5,0.0,177.6,9.6,916.6,759.5,28,52.45
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28,19.99
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.7
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,32.1
288.4,121.0,0.0,177.4,7.0,907.9,829.5,28,42.14
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180,61.92
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.2
155.6,243.5,0.0,180.3,10.7,1022.0,697.7,28,37.36
222.4,0.0,96.7,189.3,4.5,967.1,870.3,14,24.45
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,17.2
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90,47.03
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.44
151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28,13.46
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90,51.86
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,7.32
202.0,11.0,141.0,206.0,1.7,942.0,801.0,28,21.97
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,41.05
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,59.49
314.0,145.3,113.2,178.9,8.0,869.1,690.2,28,46.23
153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28,25.56
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.6
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,38.77
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,23.14
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,71.62
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,25.46
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63
250.0,0.0,95.7,187.4,5.5,956.9,861.2,56,38.33
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,13.66
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14,27.92
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28,28.47
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.39
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,33.36
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,2.33
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56
350.0,0.0,0.0,203.0,0.0,974.0,775.0,90,31.35
287.0,121.0,94.0,188.0,9.0,904.0,696.0,28,41.94
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.69
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,20.59
299.8,0.0,119.8,211.5,9.9,878.2,727.6,28,23.84
133.0,200.0,0.0,192.0,0.0,927.4,839.2,3,6.88
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,45.84
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,25.51
